,id,api_model,api_link,is_boosted,title,alt_titles,thumbnail,main_reference_number,has_not_been_viewed_much,boost_rank,date_start,date_end,date_display,date_qualifier_title,date_qualifier_id,artist_display,place_of_origin,dimensions,medium_display,inscriptions,credit_line,publication_history,exhibition_history,provenance_text,publishing_verification_level,internal_department_id,fiscal_year,fiscal_year_deaccession,is_public_domain,is_zoomable,max_zoom_window_size,copyright_notice,has_multimedia_resources,has_educational_resources,colorfulness,color,latitude,longitude,latlon,is_on_view,on_loan_display,gallery_title,gallery_id,artwork_type_title,artwork_type_id,department_title,department_id,artist_id,artist_title,alt_artist_ids,artist_ids,artist_titles,category_ids,category_titles,artwork_catalogue_ids,term_titles,style_id,style_title,alt_style_ids,style_ids,style_titles,classification_id,classification_title,alt_classification_ids,classification_ids,classification_titles,subject_id,alt_subject_ids,subject_ids,subject_titles,material_id,alt_material_ids,material_ids,material_titles,technique_id,alt_technique_ids,technique_ids,technique_titles,theme_titles,image_id,alt_image_ids,document_ids,sound_ids,video_ids,text_ids,section_ids,section_titles,site_ids,suggest_autocomplete_all,last_updated_source,last_updated,timestamp,suggest_autocomplete_boosted
31,100040,artworks,https://api.artic.edu/api/v1/artworks/100040,False,Map of Edo and Its Environs,,,1983.12,True,,1800.0,1900.0,1804/18,,,"Published by Nishimura Soshichi and Nishimura Yohachi
Japanese, 19th century",Japan,98.5 × 78 cm,Color woodblock print,,"The Art Institute of Chicago, Japanese Print Purchase Fund",,,,Web Basic,8.0,1983.0,,False,False,843,,False,False,,,,,,False,,,,,,Arts of Asia,PC-7,37390.0,Hibino Yohachi,[],[37390],['Hibino Yohachi'],['PC-7'],['Arts of Asia'],[],"['woodblock print', 'Japanese (culture or style)', 'print', 'asian art']",TM-13407,Japanese (culture or style),[],['TM-13407'],['Japanese (culture or style)'],TM-402,woodblock print,"['TM-17', 'TM-26']","['TM-402', 'TM-17', 'TM-26']","['woodblock print', 'print', 'asian art']",,[],[],[],,[],[],[],,[],[],[],[],,[],[],[],[],[],[],[],[],"[{'input': ['1983.12'], 'contexts': {'groupings': ['accession']}}, {'input': ['Map of Edo and Its Environs'], 'weight': 21, 'contexts': {'groupings': ['title']}}]",2020-09-12T16:09:54-05:00,2021-02-02T13:41:14-06:00,2021-04-22T22:44:46-05:00,
32,100041,artworks,https://api.artic.edu/api/v1/artworks/100041,False,The Last Supper and Christ Washing the Feet of the Apostles,,"{'lqip': 'data:image/gif;base64,R0lGODlhBAAFAPQAAGdZQGldR25eRHhlTHxqT3ZoUIR4Xoh7X4uFZY6Ca5GDaZKFa5aIbJiJbZqLbpqMcKKRdKCUdaSWeqqehAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACH5BAAAAAAALAAAAAAEAAUAAAURoLQk0yEAzEMUTjMECKQYUQgAOw==', 'width': 1798, 'height': 2310, 'alt_text': 'A work made of metalcut in black hand-colored with brush and watercolor in yellow, red-brown lake, and green, on ivory laid paper, with manuscript text in pen and brown ink on verso.'}",1983.13.1,True,,1460.0,1465.0,1460–65,Made,4.0,"Artist unknown
Bavarian, 15th century",Germany,100 × 75 mm (plate); 105 × 80 mm (sheet),"Metalcut in black hand-colored with brush and watercolor in yellow, red-brown lake, and green, on ivory laid paper, with manuscript text in pen and brown ink on verso",,Clarence Buckingham Collection,,,,Web Basic,3.0,,,True,True,-1,,False,False,30.2232,"{'h': 49, 'l': 68, 's': 84, 'percentage': 0.005476637213311733, 'population': 50}",,,,False,,,,,,Prints and Drawings,PC-13,832.0,Unknown artist,[],[832],['Unknown artist'],['PC-13'],['Prints and Drawings'],[None],"['dotted/metal cut', 'paper (fiber product)', 'book', 'prints and drawing', 'print']",,,[],[],[],TM-237,dotted/metal cut,"['TM-11', 'TM-4', 'TM-17']","['TM-237', 'TM-11', 'TM-4', 'TM-17']","['dotted/metal cut', 'book', 'prints and drawing', 'print']",,[],[],[],TM-2982,[],['TM-2982'],['paper (fiber product)'],,[],[],[],[],365656b2-a1d8-cd4d-001c-cc52f5e2ae07,[],[],[],[],[],[],[],[],"[{'input': ['1983.13.1'], 'contexts': {'groupings': ['accession']}}, {'input': ['The Last Supper and Christ Washing the Feet of the Apostles'], 'weight': 84, 'contexts': {'groupings': ['title']}}]",2020-09-12T16:56:10-05:00,2021-02-09T18:11:09-06:00,2021-04-22T22:44:46-05:00,
33,100042,artworks,https://api.artic.edu/api/v1/artworks/100042,False,Late Entry to the Tribune Tower Competition,,"{'lqip': 'data:image/gif;base64,R0lGODlhAgAFAPMAAGBiXX18dYt7ZYJybIl3bI94b5B9ZZ2HaZ6Kb5iBcwAAAAAAAAAAAAAAAAAAAAAAACH5BAAAAAAALAAAAAACAAUAAAQIsIxEjkEigAgAOw==', 'width': 1025, 'height': 2250, 'alt_text': 'A work made of airbrushed ink on illustration board.'}",1983.14,False,,1980.0,1980.0,1980,,,"Robert A. M. Stern (American, born 1939)
Designer and delineators:  Mark Albert (American, born 20th century) and Charles D. Warren (American, born 1954)",United States,152.4 × 76.2 cm (60 × 30 in.),Airbrushed ink on illustration board,,"Purchased with funds provided by Mr./Mrs. Thomas J. Eyerman, Mr./Mrs. David Hilliard, Mrs. Irving F. Stein Sr., and Mr./Mrs. Ben Weese in memory of B. Leo Steif",,,,Web Basic,25.0,1983.0,,False,True,1280,© Robert A.M. Stern Architects and the Art Institute of Chicago,False,False,43.2567,"{'h': 186, 'l': 58, 's': 1, 'percentage': 0.16953608412683144, 'population': 2644}",,,,False,,,,,,Architecture and Design,PC-5,44196.0,Robert A. M. Stern,[],[44196],['Robert A. M. Stern'],['PC-5'],['Architecture and Design'],[None],"['architectural fragment', 'design', 'ink', 'airbrushing', '20th Century', 'architecture', 'architectural drawing', 'illinois', 'Chicago', 'presentation', 'towers', 'architecture', 'illustration board']",TM-13130,20th Century,[],['TM-13130'],['20th Century'],TM-184,architectural fragment,"['TM-103', 'TM-126']","['TM-184', 'TM-103', 'TM-126']","['architectural fragment', 'architecture', 'architectural drawing']",TM-12574,"['TM-13214', 'TM-12075', 'TM-13370', 'TM-12295', 'TM-12085']","['TM-12574', 'TM-13214', 'TM-12075', 'TM-13370', 'TM-12295', 'TM-12085']","['design', 'illinois', 'Chicago', 'presentation', 'towers', 'architecture']",TM-2398,['TM-3017'],"['TM-2398', 'TM-3017']","['ink', 'illustration board']",TM-3911,[],['TM-3911'],['airbrushing'],[],358ee8e1-99b9-d1f6-e1be-43f48a4de47e,[],[],[],[],[],[],[],[],"[{'input': ['1983.14'], 'contexts': {'groupings': ['accession']}}, {'input': ['Late Entry to the Tribune Tower Competition'], 'weight': 649, 'contexts': {'groupings': ['title']}}]",2021-04-10T10:31:38-05:00,2021-04-10T11:29:41-05:00,2021-04-22T22:44:46-05:00,
34,100043,artworks,https://api.artic.edu/api/v1/artworks/100043,False,Cicada Pendant,,"{'lqip': 'data:image/gif;base64,R0lGODlhAwAFAPMAAKmmpqmop6inqKmoqKuqqq+sq6qrrq+urK2tr6+urrOwrrGxs7W0s7S0tre3twAAACH5BAAAAAAALAAAAAADAAUAAAQLcABxUmCFOIXaMhEAOw==', 'width': 1544, 'height': 2250, 'alt_text': 'A work made of glass, with gold.'}",1983.15,True,,1978.0,1982.0,1978/82,c.,60.0,"Designed by Lloyd Atkins
American, 1922–2002
Steuben Division, Corning Glass Works
American, 1903–2012
Corning, New York",Coventry,21.7 × 12.7 cm (8 1/2 × 5 in.),"Glass, with gold",,Purchased with funds provided by Mrs. Frank L. Sulzberger,,,,Web Basic,21.0,,,False,False,843,,False,False,6.7795,"{'h': 244, 'l': 47, 's': 1, 'percentage': 0.0007727945409793626, 'population': 8}",,,,False,,,,,,Arts of the Americas,PC-3,48843.0,Lloyd Atkins,[],[48843],['Lloyd Atkins'],['PC-3'],['Arts of the Americas'],[],"['pendant (jewelry)', 'glass', 'gold', 'jewelry', 'american decorative arts', 'american arts', 'decorative arts']",,,[],[],[],TM-11713,pendant (jewelry),"['TM-115', 'TM-2190', 'TM-2191', 'TM-1678']","['TM-11713', 'TM-115', 'TM-2190', 'TM-2191', 'TM-1678']","['pendant (jewelry)', 'jewelry', 'american decorative arts', 'american arts', 'decorative arts']",,[],[],[],TM-2453,['TM-2452'],"['TM-2453', 'TM-2452']","['glass', 'gold']",,[],[],[],[],749f25b8-6afc-f880-0747-6af199fbf1e1,[],[],[],[],[],[],[],[],"[{'input': ['1983.15'], 'contexts': {'groupings': ['accession']}}, {'input': ['Cicada Pendant'], 'weight': 24, 'contexts': {'groupings': ['title']}}]",2021-04-10T10:31:38-05:00,2021-04-10T11:29:41-05:00,2021-04-22T22:44:46-05:00,
35,100044,artworks,https://api.artic.edu/api/v1/artworks/100044,False,Ladle,,"{'lqip': 'data:image/gif;base64,R0lGODlhCQAFAPQAAImJiYqKiqqqqqurq6ysrKytra2trbmzrr+4scrIx8rKy83MzM7Ozs/Ozs/PztDJxNbNx9/c2t3d3N/d3d/e3eDg3+Hh4ePj4+Pk5Ofn5+jo6Ojp6enp6enq6urq6gAAACH5BAAAAAAALAAAAAAJAAUAAAUiYCCOABAQaGEMyCEwTrMsCfQoVzRV1kVJGE1mw+FoOh5NCAA7', 'width': 3000, 'height': 1585, 'alt_text': 'A work made of silver.'}",1983.16,True,,1765.0,1775.0,1765/75,c.,60.0,"Joseph Richardson, Sr.
American, 1711–1784
Philadelphia",Philadelphia,7 × 9.5 × 33 cm (2 3/4 × 3 3/4 × 13 in.),Silver,"Marked twice on back of handle in conforming rectangle: ""IR""",Purchased with funds provided by Mrs. Frank L. Sulzberger,,,"jWith Carl M. WIlliams, New York, NY, by 1983; sold to the Art Institute of Chicago, 1983.",Web Cataloged,21.0,,,True,True,-1,,False,False,5.005,"{'h': 41, 'l': 60, 's': 0, 'percentage': 0.42997854105855227, 'population': 1613}",,,,True,,Gallery 167,2147476055.0,,,Arts of the Americas,PC-3,43690.0,"Joseph Richardson, Sr.",[],[43690],"['Joseph Richardson, Sr.']","['PC-832', 'PC-3']","['Drinking and Dining', 'Arts of the Americas']",[],"['ladle', 'silver', 'utensil for serving food', 'utensil', 'silver', 'american decorative arts', 'american arts', 'dining', 'drinking', 'decorative arts']",,,[],[],[],TM-11744,ladle,"['TM-11773', 'TM-51', 'TM-161', 'TM-2190', 'TM-2191', 'TM-1678']","['TM-11744', 'TM-11773', 'TM-51', 'TM-161', 'TM-2190', 'TM-2191', 'TM-1678']","['ladle', 'utensil for serving food', 'utensil', 'silver', 'american decorative arts', 'american arts', 'decorative arts']",,"['TM-12076', 'TM-12077']","['TM-12076', 'TM-12077']","['dining', 'drinking']",TM-2436,[],['TM-2436'],['silver'],,[],[],[],['Drinking and Dining'],2ee39255-a494-093c-5e31-ef468881d71c,[],[],[],[],[],[],[],[],"[{'input': ['1983.16'], 'contexts': {'groupings': ['accession']}}, {'input': ['Ladle'], 'weight': 38, 'contexts': {'groupings': ['title']}}]",2021-04-10T10:31:38-05:00,2021-04-10T11:29:40-05:00,2021-04-22T22:44:46-05:00,
36,100045,artworks,https://api.artic.edu/api/v1/artworks/100045,False,Compote,,"{'lqip': 'data:image/gif;base64,R0lGODlhBgAFAPQAAIODhIiGgomGgpSPhpSOh5WWl7KqnrSqnL6umL6vmqunorGwr7Kxr7KysrS1t8bGxsbHx87OztTT0tXU097e3t/f3+Hh4QAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACH5BAAAAAAALAAAAAAGAAUAAAUYICAMRAAUB5IYReMwi9NEj6JAkUVJU2WFADs=', 'width': 2812, 'height': 2250, 'alt_text': 'A work made of silver and silver gilt.'}",1983.18,True,,1882.0,1882.0,c. 1882,c.,60.0,"Design attributed to Charles Osborne 
American, 1847–1920
Tiffany and Company
American, founded 1837
New York",New York City,12.7 × 20.32 × 20.32 cm (5 3/4 × 8 5/8 × 8 5/8 in.); 610.9 g,Silver and silver gilt,Marked on interior of foot rim: TIFFANY & CO / 6873 M 4816 / 2 2113,Purchased with funds provided by Mr. and Mrs. William B. McIlvaine Jr.,"John Loring, ""Magnificent Tiffany Silver,"" (Abrams,2001), p. 169.

Judith A. Barter, Elizabeth McGoey, et al., American Silver in the Art Institute of Chicago (New Haven: Yale University Press, 2016), cat. 61 (ill.).

Elizabeth McGoey, ed., American Silver in the Art Institute of Chicago (Chicago: Art Institute of Chicago, 2018), <a href=""https://publications.artic.edu/americansilver/reader/collection/section/6"">https://publications.artic.edu/americansilver/reader/collection/section/6</a>, cat. 61 (ill.).",,"Lillian Nassau, New York, by 1983; sold to the Art Institute of Chicago, 1983.",Web Cataloged,21.0,,,True,True,-1,,False,False,15.8832,"{'h': 37, 'l': 51, 's': 37, 'percentage': 0.003690523263477, 'population': 21}",,,,True,,Gallery 273,21434.0,,,Arts of the Americas,PC-3,113748.0,Charles Osborne,[],[113748],['Charles Osborne'],['PC-3'],['Arts of the Americas'],[],"['compote', 'silver', 'silver', 'american decorative arts', 'american arts', 'decorative arts']",,,[],[],[],TM-11784,compote,"['TM-161', 'TM-2190', 'TM-2191', 'TM-1678']","['TM-11784', 'TM-161', 'TM-2190', 'TM-2191', 'TM-1678']","['compote', 'silver', 'american decorative arts', 'american arts', 'decorative arts']",,[],[],[],TM-2436,[],['TM-2436'],['silver'],,[],[],[],[],e0be1e11-bd4e-fc01-517b-91b7b8cb2400,[],[],[],[],[],[],[],[],"[{'input': ['1983.18'], 'contexts': {'groupings': ['accession']}}, {'input': ['Compote'], 'weight': 43, 'contexts': {'groupings': ['title']}}]",2021-04-10T10:31:38-05:00,2021-04-10T11:29:40-05:00,2021-04-22T22:44:46-05:00,
37,100046,artworks,https://api.artic.edu/api/v1/artworks/100046,False,Untitled,,"{'lqip': 'data:image/gif;base64,R0lGODlhBAAFAPQAAMjEs8zKuNHNvNbUwujj0uvl1ezn1O3n1u3q1+/p2PDr2Pby4fj34/r24vr24/v45fv55fv75/375/775gAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACH5BAAAAAAALAAAAAAEAAUAAAURoNJIUyIMkQEEzEEgULE8TggAOw==', 'width': 1830, 'height': 2250, 'alt_text': 'A work made of etching and aquatint on ivory wove paper.'}",1983.19,True,,1982.0,1982.0,1982,Made,4.0,"William Bailey
American, 1930-2020",United States,355 × 300 mm (image/plate); 700 × 363 mm (sheet),Etching and aquatint on ivory wove paper,,Purchased with funds provided by Dr. Eugene A. Solow,,,,Web Basic,3.0,,,False,False,843,,False,False,11.4177,"{'h': 46, 'l': 60, 's': 8, 'percentage': 0.0008015132570292712, 'population': 7}",,,,False,,,,,,Prints and Drawings,PC-13,33508.0,William Bailey,[],[33508],['William Bailey'],['PC-13'],['Prints and Drawings'],[],"['etching', 'paper (fiber product)', 'print', 'prints and drawing']",,,[],[],[],TM-18,etching,"['TM-17', 'TM-4']","['TM-18', 'TM-17', 'TM-4']","['etching', 'print', 'prints and drawing']",,[],[],[],TM-2982,[],['TM-2982'],['paper (fiber product)'],,[],[],[],[],eb22dbcf-6014-27cf-1e5d-7104a52f79c0,[],[],[],[],[],[],[],[],"[{'input': ['1983.19'], 'contexts': {'groupings': ['accession']}}, {'input': ['Untitled'], 'weight': 157, 'contexts': {'groupings': ['title']}}]",2021-04-10T10:31:38-05:00,2021-04-10T11:29:39-05:00,2021-04-22T22:44:46-05:00,
38,100047,artworks,https://api.artic.edu/api/v1/artworks/100047,False,Untitled,,"{'lqip': 'data:image/gif;base64,R0lGODlhBAAFAPQAANzWz+vj3uzm3+vo3/Dp4vLr5fPs5fTx6Pfy6vnz7fz37/357fz57v338P358f788v/99P//9QAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACH5BAAAAAAALAAAAAAEAAUAAAURoIAwS9E8kAEMESEcT5A4SggAOw==', 'width': 1838, 'height': 2250, 'alt_text': 'A work made of etching on white wove paper.'}",1983.21,True,,1982.0,1982.0,1982,Made,4.0,"William Bailey
American, 1930-2020",United States,377 × 300 mm (image/plate); 700 × 363 mm (sheet),Etching on white wove paper,,Purchased with funds provided by Dr. Eugene A. Solow,,,,Web Basic,3.0,,,False,False,843,,False,False,9.8615,"{'h': 37, 'l': 64, 's': 5, 'percentage': 0.006551904880134625, 'population': 57}",,,,False,,,,,,Prints and Drawings,PC-13,33508.0,William Bailey,[],[33508],['William Bailey'],['PC-13'],['Prints and Drawings'],[],"['etching', 'paper (fiber product)', 'print', 'prints and drawing']",,,[],[],[],TM-18,etching,"['TM-17', 'TM-4']","['TM-18', 'TM-17', 'TM-4']","['etching', 'print', 'prints and drawing']",,[],[],[],TM-2982,[],['TM-2982'],['paper (fiber product)'],,[],[],[],[],e5be241a-1ef8-f0d5-2c77-a0bcabcd8cf7,[],[],[],[],[],[],[],[],"[{'input': ['1983.21'], 'contexts': {'groupings': ['accession']}}, {'input': ['Untitled'], 'weight': 80, 'contexts': {'groupings': ['title']}}]",2021-04-10T10:31:38-05:00,2021-04-10T11:29:39-05:00,2021-04-22T22:44:46-05:00,
39,100048,artworks,https://api.artic.edu/api/v1/artworks/100048,False,The Dressmaker,,"{'lqip': 'data:image/gif;base64,R0lGODlhBAAFAPMAAJeRgbWunLixn8O7qcbArtbPvNjRvt/Xw9/XxN/YxeDZxuHZxuPbyeTcyejgzuvk0iH5BAAAAAAALAAAAAAEAAUAAAQPsCXGVhjHAHEQKUrzOEwEADs=', 'width': 1668, 'height': 2250, 'alt_text': 'A work made of woodcut on ivory laid japanese paper.'}",1983.23,False,,1916.0,1916.0,1916,Made,4.0,"Gino Severini
Italian, 1883-1966",Italy,183 × 127 mm (image); 377 × 275 mm (sheet),Woodcut on ivory laid Japanese paper,,Albert H. Wolf Endowment,,,,Web Basic,3.0,,,False,True,1280,"© 2018 Artists Rights Society (ARS), New York / ADAGP, Paris",False,False,12.3078,"{'h': 43, 'l': 45, 's': 14, 'percentage': 0.0015649599213764136, 'population': 15}",,,,False,,,,,,Prints and Drawings,PC-13,36613.0,Gino Severini,[],[36613],['Gino Severini'],['PC-13'],['Prints and Drawings'],[None],"['linocut', 'paper (fiber product)', 'woodcut (process)', 'print', 'prints and drawing']",,,[],[],[],TM-223,linocut,"['TM-17', 'TM-4']","['TM-223', 'TM-17', 'TM-4']","['linocut', 'print', 'prints and drawing']",,[],[],[],TM-2982,[],['TM-2982'],['paper (fiber product)'],TM-3862,[],['TM-3862'],['woodcut (process)'],[],93b51530-072e-968c-bce1-3dfc5481d698,[],[],[],[],[],[],[],[],"[{'input': ['1983.23'], 'contexts': {'groupings': ['accession']}}, {'input': ['The Dressmaker'], 'weight': 204, 'contexts': {'groupings': ['title']}}]",2020-09-12T16:56:10-05:00,2021-02-09T20:42:26-06:00,2021-04-22T22:44:46-05:00,
40,100049,artworks,https://api.artic.edu/api/v1/artworks/100049,False,Study,,"{'lqip': 'data:image/gif;base64,R0lGODlhBAAFAPQAAM2UaM2UbNCYatCZatOfctSjcNeoddeqdtere9qxgN66jt26kd6/lN/Dlt/GmOHDleLHluPInuLOrObRpwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACH5BAAAAAAALAAAAAAEAAUAAAURIBAQyeAghtQIBbMoxxNNUAgAOw==', 'width': 2358, 'height': 3000, 'alt_text': 'A work made of red chalk, heightened with white gouache, over traces of graphite on tan laid paper, laid down on cream laid paper.'}",1983.24,True,,1689.0,1763.0,n.d.,Artist's working dates,15.0,"Possibly Giuseppe Nogari
Italian, 1669-1763",Italy,312 × 243 mm,"Red chalk, heightened with white gouache, over traces of graphite on tan laid paper, laid down on cream laid paper",,Mr. and Mrs. Henry C. Woods Fund and Prints and Drawings Fund incomes,,,,Web Basic,3.0,,,True,True,-1,,False,False,49.8661,"{'h': 3, 'l': 40, 's': 53, 'percentage': 0.0036482672388918553, 'population': 33}",,,,False,,,,,,Prints and Drawings,PC-13,32351.0,Giuseppe Nogari,[],[32351],['Giuseppe Nogari'],['PC-13'],['Prints and Drawings'],[],"['chalk', 'paper (fiber product)', 'gouache', 'watercolor', 'water-base paint', 'paint', 'graphite', 'chalk sticks', 'red chalk', 'chalk', 'drawings (visual works)', 'prints and drawing']",,,[],[],[],TM-209,chalk,"['TM-5', 'TM-4']","['TM-209', 'TM-5', 'TM-4']","['chalk', 'drawings (visual works)', 'prints and drawing']",,[],[],[],TM-2982,"['TM-2404', 'TM-2403', 'TM-3343', 'TM-2577', 'TM-2410', 'TM-2413', 'TM-2415', 'TM-3782']","['TM-2982', 'TM-2404', 'TM-2403', 'TM-3343', 'TM-2577', 'TM-2410', 'TM-2413', 'TM-2415', 'TM-3782']","['paper (fiber product)', 'gouache', 'watercolor', 'water-base paint', 'paint', 'graphite', 'chalk sticks', 'red chalk', 'chalk']",,[],[],[],[],fe4cbd5d-a58d-5683-e5ee-3f3e347d6bf9,[],[],[],[],[],[],[],[],"[{'input': ['1983.24'], 'contexts': {'groupings': ['accession']}}, {'input': ['Study'], 'weight': 1, 'contexts': {'groupings': ['title']}}]",2020-09-12T16:56:10-05:00,2021-02-09T20:20:13-06:00,2021-04-22T22:44:46-05:00,
41,100050,artworks,https://api.artic.edu/api/v1/artworks/100050,False,Bacchus Consoling Ariadne,,"{'lqip': 'data:image/gif;base64,R0lGODlhBAAFAPQAABcXGBkZGR0eHikpKS8tKjMxLjMyMUA/PFJRT1RTUV5ZVH54cIR+d5eQh5aSjZuUiraupb+3rMO4qAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACH5BAAAAAAALAAAAAAEAAUAAAURYPEkACE1QuBARrBEx6AwSAgAOw==', 'width': 1749, 'height': 2250, 'alt_text': 'A work made of plaster.'}",1983.25,False,,1887.0,1897.0,c. 1892,,,"Aimé-Jules Dalou
French, 1838–1902",France,81.3 × 54.6 × 54 cm (32 × 21 1/2 × 21 1/4 in.),Plaster,,Purchased with funds provided by Mrs. Arma Wyler,,,,Web Basic,14.0,1983.0,,True,True,-1,,False,False,13.5114,"{'h': 57, 'l': 9, 's': 0, 'percentage': 0.3618906295824524, 'population': 3307}",,,,False,,,,,,Painting and Sculpture of Europe,PC-10,30850.0,Aimé-Jules Dalou,[],[30850],['Aimé-Jules Dalou'],['PC-10'],['Painting and Sculpture of Europe'],[],"['statuette', 'plaster', 'emotions', 'plaid', 'coating (material)', 'sculpture', 'women', 'men']",,,[],[],[],TM-114,statuette,['TM-13'],"['TM-114', 'TM-13']","['statuette', 'sculpture']",TM-10122,"['TM-10240', 'TM-8735', 'TM-10121']","['TM-10122', 'TM-10240', 'TM-8735', 'TM-10121']","['emotions', 'plaid', 'women', 'men']",TM-2439,['TM-3238'],"['TM-2439', 'TM-3238']","['plaster', 'coating (material)']",,[],[],[],[],a56fc9da-6724-44d8-e268-1c6a929700e9,[],[],[],[],[],[],[],[],"[{'input': ['1983.25'], 'contexts': {'groupings': ['accession']}}, {'input': ['Bacchus Consoling Ariadne'], 'weight': 2841, 'contexts': {'groupings': ['title']}}]",2021-04-10T10:31:38-05:00,2021-04-10T11:29:39-05:00,2021-04-22T22:44:46-05:00,
42,100051,artworks,https://api.artic.edu/api/v1/artworks/100051,False,Bacchus Consoling Ariadne,,"{'lqip': 'data:image/gif;base64,R0lGODlhBAAFAPQAAFhbVWJnYGdmZ2hnaWlpbI6PkqmssK2zs7a7usjM08rR1c3U3NTa4Nrf5OLn7+Pn7+Tn7uLo8Ojt+Ozx+wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACH5BAAAAAAALAAAAAAEAAUAAAURoGIkiyMUUkQMEwMET3MgUAgAOw==', 'width': 1817, 'height': 2250, 'alt_text': 'A work made of bronze.'}",1983.26,False,,1887.0,1897.0,modeled c. 1892  (cast 1903/07),Modeled,50.0,"Aimé-Jules Dalou 
French, 1838–1902",France,H. 17.8 cm (7 in.),Bronze,"Signed: ""Dalou"" 
Foundry stamp: ""cire perdu Hebrard""",Purchased with funds provided by Mrs. Arma Wyler,"Henriette Caillaux, Aimé-Jules Dalou, 1838-1902 (Paris, 1935), p. 141.

Mallett, Ltd., Sculptures by Jules Dalou (1964), p. 19, no. 40.

Mallett, Ltd., and Galerie Heim, Jules Dalou (1965), p. 18, no. 28.

Paris, Ader Picard Tajan, Importants tableaux modernes et contemporains (25 June 1987), p. 40, no. 54.

Michael Forrest, Art Bronzes (West Chester, PA, 1988), p. 129, no. 2.293.

Ian Wardropper, “Collecting European Sculpture at the Art Institute of Chicago,” Apollo 154, 475 (September 2001), p. 11.","Williamstown, MA, Sterling and Francine Clark Art Institute, ""The Subject in Late 19th Century Sculpture:  The Work of Jules Dalou,"" 30 May - 7 September 1998.","Michael Hall Fine Arts, New York, by 1982 [according to invoices and copies of shipping receipts in curatorial file]; sold to the Art Institute, 1983.",Web Cataloged,14.0,1983.0,,True,True,-1,,False,False,7.7197,"{'h': 102, 'l': 48, 's': 5, 'percentage': 0.015225680951536886, 'population': 134}",,,,False,,,,,,Painting and Sculpture of Europe,PC-10,30850.0,Aimé-Jules Dalou,[],[30850],['Aimé-Jules Dalou'],['PC-10'],['Painting and Sculpture of Europe'],[],"['statuette', 'bronze', 'copper alloy', 'nonferrous metal', 'metal', 'inorganic material', 'sculpture']",,,[],[],[],TM-114,statuette,['TM-13'],"['TM-114', 'TM-13']","['statuette', 'sculpture']",,[],[],[],TM-2430,"['TM-2694', 'TM-2683', 'TM-2568', 'TM-2600']","['TM-2430', 'TM-2694', 'TM-2683', 'TM-2568', 'TM-2600']","['bronze', 'copper alloy', 'nonferrous metal', 'metal', 'inorganic material']",,[],[],[],[],e2b82838-ad49-f170-ebb8-b205159b242e,[],[],[],[],[],[],[],[],"[{'input': ['1983.26'], 'contexts': {'groupings': ['accession']}}, {'input': ['Bacchus Consoling Ariadne'], 'weight': 793, 'contexts': {'groupings': ['title']}}]",2021-04-10T10:31:38-05:00,2021-04-10T11:29:38-05:00,2021-04-22T22:44:46-05:00,
